Description;Standard;GUID;Revision;Description3;Revision6;Code;ShortDescription;Description7;Position
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8589/3_fYI;8589/3 Karzinome mit thymusähnlicher Differenzierung;8589/3 Karzinome mit thymusähnlicher Differenzierung;1105
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8589/3_KDS;8589/3 Karzinome mit thymusähnlichen Anteilen;8589/3 Karzinome mit thymusähnlichen Anteilen;1104
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8589/3_qZx;8589/3 Carcinoma showing thymus-like element, CASTLE;8589/3 Carcinoma showing thymus-like element, CASTLE;1103
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8590/0_qzf;8590/0 Siegelring-Stromatumor;8590/0 Siegelring-Stromatumor;1108
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8590/0_RG7;8590/0 Mikrozystischer Stromatumor;8590/0 Mikrozystischer Stromatumor;1107
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8590/0_wTv;8590/0 Benigner Keimstrang-Stromatumor;8590/0 Benigner Keimstrang-Stromatumor;1106
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8590/1_+KN;8590/1 Gonaden-Stromatumor o.n.A.;8590/1 Gonaden-Stromatumor o.n.A.;1110
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8590/1_+oP;8590/1 Keimstrangtumor o.n.A.;8590/1 Keimstrangtumor o.n.A.;1112
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8590/1_0Ro;8590/1 Keimstrang-Stromatumor o.n.A.;8590/1 Keimstrang-Stromatumor o.n.A.;1109
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8590/1_aIV;8590/1 Uteriner Tumor mit keimstrang-ähnlicher Differenzierung;8590/1 Uteriner Tumor mit keimstrang-ähnlicher Differenzierung;1114
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8590/1_smq;8590/1 Hoden-Stromatumor [C62.-];8590/1 Hoden-Stromatumor [C62.-];1111
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8590/1_Vs4;8590/1 Ovar-Stromatumor [C56.9];8590/1 Ovar-Stromatumor [C56.9];1113
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8591/1_JF+;8591/1 Inkomplett differenzierter Keimstrang-Stromatumor;8591/1 Inkomplett differenzierter Keimstrang-Stromatumor;1115
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8591/1_uwH;8591/1 Keimstrangtumor, nicht klassifiziert;8591/1 Keimstrangtumor, nicht klassifiziert;1116
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8592/1_dEb;8592/1 Keimstrang-Stromatumor, Mischtypen;8592/1 Keimstrang-Stromatumor, Mischtypen;1117
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8593/1_q5p;8593/1 Stromatumor mit geringeren Keimstranganteilen [C56.9];8593/1 Stromatumor mit geringeren Keimstranganteilen [C56.9];1118
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8594/1_dQg;8594/1 Unklassifizierter gemischter Keimzell-Keimstrang-Stromatumor;8594/1 Unklassifizierter gemischter Keimzell-Keimstrang-Stromatumor;1120
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8594/1_h5d;8594/1 Gemischter Keimzell-Keimstrang-Stromatumor o.n.A.;8594/1 Gemischter Keimzell-Keimstrang-Stromatumor o.n.A.;1119
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8600/0_dvb;8600/0 Thekom o.n.A. [C56.9];8600/0 Thekom o.n.A. [C56.9];1121
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8600/0_mB/;8600/0 Thekazelltumor [C56.9];8600/0 Thekazelltumor [C56.9];1122
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8600/3_081;8600/3 Malignes Thekom [C56.9];8600/3 Malignes Thekom [C56.9];1123
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8601/0_mKA;8601/0 Luteinisiertes Thekom [C56.9];8601/0 Luteinisiertes Thekom [C56.9];1124
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8602/0_Xwb;8602/0 Sklerosierender Stromatumor [C56.9];8602/0 Sklerosierender Stromatumor [C56.9];1125
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8610/0_Okm;8610/0 Luteom o.n.A. [C56.9];8610/0 Luteom o.n.A. [C56.9];1126
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8610/0_UbP;8610/0 Luteinom [C56.9];8610/0 Luteinom [C56.9];1127
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8620/1_bnM;8620/1 Adulter Granulosazelltumor der Hoden [C62.-];8620/1 Adulter Granulosazelltumor der Hoden [C62.-];1128
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8620/1_ysi;8620/1 Granulosazelltumor der Hoden o.n.A. [C62.-];8620/1 Granulosazelltumor der Hoden o.n.A. [C62.-];1129
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8620/3_eST;8620/3 Granulosazellkarzinom [C56.9];8620/3 Granulosazellkarzinom [C56.9];1132
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8620/3_H/k;8620/3 Adulter Granulosazelltumor [C56.9];8620/3 Adulter Granulosazelltumor [C56.9];1131
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8620/3_iRf;8620/3 Maligner Granulosazelltumor des Ovars [C56.9];8620/3 Maligner Granulosazelltumor des Ovars [C56.9];1130
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8620/3_sjZ;8620/3 Sarkomatoider Granulosazelltumor [C56.9];8620/3 Sarkomatoider Granulosazelltumor [C56.9];1133
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8621/1_Dbo;8621/1 Granulosa-Thekazelltumor [C56.9];8621/1 Granulosa-Thekazelltumor [C56.9];1134
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8621/1_Dt7;8621/1 Theka-Granulosazelltumor [C56.9];8621/1 Theka-Granulosazelltumor [C56.9];1136
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8622/0_/71;8622/0 Juveniler Granulosazelltumor der Hoden [C62.-];8622/0 Juveniler Granulosazelltumor der Hoden [C62.-];1137
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8622/1_w/g;8622/1 Juveniler Granulosazelltumor [C56.9](Exkl.: Hoden [8622/0]);8622/1 Juveniler Granulosazelltumor [C56.9](Exkl.: Hoden [8622/0]);1138
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8623/1_Nrl;8623/1 Keimstrangtumor mit anulären Tubuli [C56.9];8623/1 Keimstrangtumor mit anulären Tubuli [C56.9];1139
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8630/0_5mJ;8630/0 Benignes Arrhenoblastom;8630/0 Benignes Arrhenoblastom;1141
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8630/0_lKl;8630/0 Benignes Androblastom;8630/0 Benignes Androblastom;1140
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8630/1_aYT;8630/1 Arrhenoblastom o.n.A.;8630/1 Arrhenoblastom o.n.A.;1143
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8630/1_WxX;8630/1 Androblastom o.n.A.;8630/1 Androblastom o.n.A.;1142
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8630/3_j+I;8630/3 Malignes Androblastom;8630/3 Malignes Androblastom;1144
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8630/3_M23;8630/3 Malignes Arrhenoblastom;8630/3 Malignes Arrhenoblastom;1145
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8631/0_d2c;8631/0 Gut differenzierter Sertoli-Leydig-Zell-Tumor;8631/0 Gut differenzierter Sertoli-Leydig-Zell-Tumor;1146
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8631/1_5q9;8631/1 Sertoli-Leydig-Zell-Tumor o.n.A.;8631/1 Sertoli-Leydig-Zell-Tumor o.n.A.;1149
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8631/1_AiC;8631/1 Intermediär differenzierter Sertoli-Leydig-Zell-Tumor;8631/1 Intermediär differenzierter Sertoli-Leydig-Zell-Tumor;1147
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8631/1_aRf;8631/1 Mäßig differenzierter Sertoli-Leydig-Zell-Tumor;8631/1 Mäßig differenzierter Sertoli-Leydig-Zell-Tumor;1148
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8631/3_h3E;8631/3 Schlecht differenzierter Sertoli-Leydig-Zell-Tumor;8631/3 Schlecht differenzierter Sertoli-Leydig-Zell-Tumor;1150
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8631/3_TOu;8631/3 Sarkomatoider Sertoli-Leydig-Zell-Tumor;8631/3 Sarkomatoider Sertoli-Leydig-Zell-Tumor;1151
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8632/1_Q46;8632/1 Gynandroblastom [C56.9];8632/1 Gynandroblastom [C56.9];1152
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8633/1_2As;8633/1 Retiformer Sertoli-Leydig-Zell-Tumor;8633/1 Retiformer Sertoli-Leydig-Zell-Tumor;1153
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8634/1_+K8;8634/1 Retiformer Sertoli-Leydig-Zell-Tumor mit heterologen Elementen;8634/1 Retiformer Sertoli-Leydig-Zell-Tumor mit heterologen Elementen;1156
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8634/1_005;8634/1 Intermediär differenzierter Sertoli-Leydig-Zell-Tumor mit heterologen Elementen;8634/1 Intermediär differenzierter Sertoli-Leydig-Zell-Tumor mit heterologen Elementen;1154
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8634/1_B97;8634/1 Mäßig differenzierter Sertoli-Leydig-Zell-Tumor mit heterologen Elementen;8634/1 Mäßig differenzierter Sertoli-Leydig-Zell-Tumor mit heterologen Elementen;1155
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8634/3_LnH;8634/3 Schlecht differenzierter Sertoli-Leydig-Zell-Tumor mit heterologen Elementen;8634/3 Schlecht differenzierter Sertoli-Leydig-Zell-Tumor mit heterologen Elementen;1157
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8640/1_J1y;8640/1 Sertoli-Zell-Adenom;8640/1 Sertoli-Zell-Adenom;1160
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8640/1_SoT;8640/1 Sertoli-Zell-Tumor o.n.A.;8640/1 Sertoli-Zell-Tumor o.n.A.;1158
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8640/1_Tae;8640/1 Tubuläres Androblastom o.n.A.;8640/1 Tubuläres Androblastom o.n.A.;1162
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8640/1_uxi;8640/1 Tubuläres Adenom [Pick];8640/1 Tubuläres Adenom [Pick];1161
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8640/1_uXJ;8640/1 Hodenadenom;8640/1 Hodenadenom;1159
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8640/3_nca;8640/3 Sertoli-Zell-Karzinom [C62.-];8640/3 Sertoli-Zell-Karzinom [C62.-];1163
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8641/0_4v6;8641/0 Lipidspeichernder Sertoli-Zell-Tumor;8641/0 Lipidspeichernder Sertoli-Zell-Tumor;1164
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8641/0_d0H;8641/0 Lipidreicher Sertoli-Zell-Tumor [C56.9];8641/0 Lipidreicher Sertoli-Zell-Tumor [C56.9];1166
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8641/0_HXm;8641/0 Lipidfollikulom [Lecne] [C56.9];8641/0 Lipidfollikulom [Lecne] [C56.9];1165
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8641/0_s+s;8641/0 Tubuläres Androblastom mit Lipidspeicherung [C56.9];8641/0 Tubuläres Androblastom mit Lipidspeicherung [C56.9];1167
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8642/1_4Z0;8642/1 Großzelliger verkalkender Sertoli-Zell-Tumor;8642/1 Großzelliger verkalkender Sertoli-Zell-Tumor;1168
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8643/1_GvH;8643/1 Intratubuläre großzellige hyalinisierende Sertoli-Zell-Neoplasie;8643/1 Intratubuläre großzellige hyalinisierende Sertoli-Zell-Neoplasie;1169
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8650/0_mKC;8650/0 Leydig-Zell-Tumor des Ovars o.n.A. [C56.9];8650/0 Leydig-Zell-Tumor des Ovars o.n.A. [C56.9];1170
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8650/1_AEc;8650/1 Leydig-Zell-Tumor der Hoden o.n.A. [C62.-];8650/1 Leydig-Zell-Tumor der Hoden o.n.A. [C62.-];1171
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8650/1_cSY;8650/1 Zwischenzelltumor o.n.A.;8650/1 Zwischenzelltumor o.n.A.;1172
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8650/3_AJD;8650/3 Maligner Zwischenzelltumor;8650/3 Maligner Zwischenzelltumor;1174
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8650/3_LvH;8650/3 Maligner Leydig-Zell-Tumor [C62.-];8650/3 Maligner Leydig-Zell-Tumor [C62.-];1173
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8660/0_fIJ;8660/0 Hiluszelltumor [C56.9];8660/0 Hiluszelltumor [C56.9];1175
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8660/0_yyu;8660/0 Leydig-Zell-Tumor vom Hilustyp [C56.9];8660/0 Leydig-Zell-Tumor vom Hilustyp [C56.9];1176
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8670/0_bB9;8670/0 Lipoidzelliger Ovarialtumor [C56.9];8670/0 Lipoidzelliger Ovarialtumor [C56.9];1178
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8670/0_Iu/;8670/0 Maskulinovoblastom [C56.9];8670/0 Maskulinovoblastom [C56.9];1179
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8670/0_pLe;8670/0 Steroidzelltumor o.n.A.;8670/0 Steroidzelltumor o.n.A.;1180
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8670/0_t5E;8670/0 Lipidzelliger Ovarialtumor [C56.9];8670/0 Lipidzelliger Ovarialtumor [C56.9];1177
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8670/3_CRA;8670/3 Maligner Steroidzelltumor;8670/3 Maligner Steroidzelltumor;1181
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8671/0_iXQ;8671/0 Nebennierenresttumor;8671/0 Nebennierenresttumor;1182
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8680/3_Uxs;8680/3 Paragangliom o.n.A. [C75.5];8680/3 Paragangliom o.n.A. [C75.5];1183
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8681/3_Wmh;8681/3 Sympathisches Paragangliom;8681/3 Sympathisches Paragangliom;1184
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8682/3_MMM;8682/3 Parasympathisches Paragangliom;8682/3 Parasympathisches Paragangliom;1185
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8683/0_40s;8683/0 Ganglienzell-Paragangliom [C17.0];8683/0 Ganglienzell-Paragangliom [C17.0];1186
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8690/3_Nq8;8690/3 Juguläres Paragangliom [C75.5];8690/3 Juguläres Paragangliom [C75.5];1189
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8690/3_oU1;8690/3 Tympano-juguläres Paragangliom [C75.5];8690/3 Tympano-juguläres Paragangliom [C75.5];1190
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8690/3_t6I;8690/3 Paragangliom des Mittelohrs [C75.5];8690/3 Paragangliom des Mittelohrs [C75.5];1187
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8690/3_TTB;8690/3 Glomus-jugulare-Tumor o.n.A. [C75.5];8690/3 Glomus-jugulare-Tumor o.n.A. [C75.5];1188
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8691/3_0Kh;8691/3 Paragangliom des Aortenglomus [C75.5];8691/3 Paragangliom des Aortenglomus [C75.5];1193
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8691/3_56K;8691/3 Aortopulmonales Paragangliom [C75.5];8691/3 Aortopulmonales Paragangliom [C75.5];1192
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8691/3_q9F;8691/3 Glomus-aorticum-Tumor;8691/3 Glomus-aorticum-Tumor;1191
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8692/3_Frl;8692/3 Glomus-caroticum-Tumor [C75.4];8692/3 Glomus-caroticum-Tumor [C75.4];1195
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8692/3_vQW;8692/3 Paragangliom des Glomus caroticum [C75.4];8692/3 Paragangliom des Glomus caroticum [C75.4];1194
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8693/3_+cB;8693/3 Laryngeales Paragangliom;8693/3 Laryngeales Paragangliom;1199
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8693/3_CJu;8693/3 Chemodektom;8693/3 Chemodektom;1197
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8693/3_CY4;8693/3 Extraadrenales Paragangliom o.n.A.;8693/3 Extraadrenales Paragangliom o.n.A.;1196
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8693/3_j7D;8693/3 Vagales Paragangliom;8693/3 Vagales Paragangliom;1201
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8693/3_lTb;8693/3 Kombiniertes Paragangliom;8693/3 Kombiniertes Paragangliom;1198
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8693/3_pmV;8693/3 Nichtchromaffines Paragangliom o.n.A.;8693/3 Nichtchromaffines Paragangliom o.n.A.;1200
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8700/3_4Ev;8700/3 Chromaffiner Tumor;8700/3 Chromaffiner Tumor;1203
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8700/3_bu8;8700/3 Phäochromozytom o.n.A. [C74.1];8700/3 Phäochromozytom o.n.A. [C74.1];1202
ICD-O-3 morphology codes;SIMPLE;13a6c852-7e98-4548-a026-e634f2c30e24;49;ICD-O-3 Morphologie 2019 (Revision 2);18;8700/3_HLh;8700/3 Chromaffines Paragangliom;8700/3 Chromaffines Paragangliom;1204
